time,minutes,seconds,latitude,longitude,pitch,roll,yaw,accelG,sideG
23339,0,0,,0.00,0.0082.32,10.67,269.57,0.00,0.00
23360,0,0,,0.00,0.0082.33,10.30,269.70,0.00,0.00
23378,0,0,,0.00,0.0082.33,10.30,269.70,0.00,0.00
23400,0,0,,0.00,0.0082.25,9.88,269.98,0.00,0.00
23416,0,0,,0.00,0.0082.17,9.54,270.18,0.00,0.00
23433,0,0,,0.00,0.0082.17,9.54,270.18,0.00,0.00
23450,0,0,,0.00,0.0082.00,9.17,270.26,0.00,0.00
23471,0,0,,0.00,0.0081.90,8.79,270.40,0.00,0.00
23488,0,0,,0.00,0.0081.90,8.79,270.40,0.00,0.00
23510,0,0,,0.00,0.0081.79,8.45,270.59,0.00,0.00
23527,0,0,,0.00,0.0081.75,8.11,270.71,0.00,0.00
23544,0,0,,0.00,0.0081.75,8.11,270.71,0.00,0.00
23561,0,0,,0.00,0.0081.56,7.55,271.10,0.00,0.00
23582,0,0,,0.00,0.0081.40,7.18,271.37,0.00,0.00
23600,0,0,,0.00,0.0081.40,7.18,271.37,0.00,0.00
23621,0,0,,0.00,0.0081.17,6.95,271.38,0.00,0.00
23638,0,0,,0.00,0.0081.10,6.80,271.31,0.00,0.00
23664,0,0,,0.00,0.0081.07,6.60,271.33,0.00,0.00
23682,0,0,,0.00,0.0081.07,6.60,271.33,0.00,0.00
23699,0,0,,0.00,0.0081.09,6.42,271.53,0.00,0.00
23722,0,0,,0.00,0.0081.10,6.13,271.88,0.00,0.00
23741,0,0,,0.00,0.0081.10,6.13,271.88,0.00,0.00
23758,0,0,,0.00,0.0081.02,5.88,272.11,0.00,0.00
23779,0,0,,0.00,0.0080.97,5.56,272.24,0.00,0.00
23796,0,0,,0.00,0.0080.97,5.56,272.24,0.00,0.00
23813,0,0,,0.00,0.0080.87,5.19,272.29,0.00,0.00
23836,0,0,,0.00,0.0080.81,4.77,272.27,0.00,0.00
23855,0,0,,0.00,0.0080.81,4.77,272.27,0.00,0.00
23873,0,0,,0.00,0.0080.51,4.05,272.09,0.00,0.00
23895,0,0,,0.00,0.0080.35,3.57,271.96,0.00,0.00
23912,0,0,,0.00,0.0080.35,3.57,271.96,0.00,0.00
23929,0,0,,0.00,0.0080.25,3.09,271.93,0.00,0.00
23952,0,0,,0.00,0.0080.46,2.82,271.98,0.00,0.00
23970,0,0,,0.00,0.0080.46,2.82,271.98,0.00,0.00
23987,0,0,,0.00,0.0080.37,2.46,272.04,0.00,0.00
24008,0,0,,0.00,0.0080.37,2.21,272.00,0.00,0.00
24025,0,0,,0.00,0.0080.37,2.21,272.00,0.00,0.00
24042,0,0,,0.00,0.0080.37,2.00,271.99,0.00,0.00
24066,0,0,,0.00,0.0080.31,1.78,272.03,0.00,0.00
24085,0,0,,0.00,0.0080.31,1.78,272.03,0.00,0.00
24102,0,0,,0.00,0.0080.33,1.39,272.19,0.00,0.00
24123,0,0,,0.00,0.0080.36,1.11,272.30,0.00,0.00
24140,0,0,,0.00,0.0080.36,1.11,272.30,0.00,0.00
24157,0,0,,0.00,0.0080.38,0.80,272.43,0.00,0.00
24180,0,0,,0.00,0.0080.39,0.44,272.37,0.00,0.00
24198,0,0,,0.00,0.0080.39,0.44,272.37,0.00,0.00
24215,0,0,,0.00,0.0080.35,0.26,272.41,0.00,0.00
24236,0,0,,0.00,0.0080.39,0.16,272.45,0.00,0.00
24253,0,0,,0.00,0.0080.39,0.16,272.45,0.00,0.00
24271,0,0,,0.00,0.0080.43,0.02,272.56,0.00,0.00
24294,0,0,,0.00,0.0080.40,-0.14,272.66,0.00,0.00
24312,0,0,,0.00,0.0080.40,-0.14,272.66,0.00,0.00
24329,0,0,,0.00,0.0080.37,-0.34,272.68,0.00,0.00
24350,0,0,,0.00,0.0080.35,-0.51,272.76,0.00,0.00
24367,0,0,,0.00,0.0080.35,-0.51,272.76,0.00,0.00
24384,0,0,,0.00,0.0080.31,-0.72,272.77,0.00,0.00
24407,0,0,,0.00,0.0080.26,-0.91,272.83,0.00,0.00
24425,0,0,,0.00,0.0080.26,-0.91,272.83,0.00,0.00
24442,0,0,,0.00,0.0080.25,-1.07,272.89,0.00,0.00
24463,0,0,,0.00,0.0080.19,-1.16,272.90,0.00,0.00
24480,0,0,,0.00,0.0080.19,-1.16,272.90,0.00,0.00
24497,0,0,,0.00,0.0080.16,-1.29,272.93,0.00,0.00
24520,0,0,,0.00,0.0080.14,-1.41,273.03,0.00,0.00
24538,0,0,,0.00,0.0080.14,-1.41,273.03,0.00,0.00
24555,0,0,,0.00,0.0080.08,-1.55,273.00,0.00,0.00
24576,0,0,,0.00,0.0080.04,-1.64,272.99,0.00,0.00
24593,0,0,,0.00,0.0080.04,-1.64,272.99,0.00,0.00
24610,0,0,,0.00,0.0080.03,-1.80,273.01,0.00,0.00
24633,0,0,,0.00,0.0079.97,-1.92,273.13,0.00,0.00
24653,0,0,,0.00,0.0079.97,-1.92,273.13,0.00,0.00
24670,0,0,,0.00,0.0079.91,-2.05,273.27,0.00,0.00
24691,0,0,,0.00,0.0079.89,-2.14,273.30,0.00,0.00
24708,0,0,,0.00,0.0079.89,-2.14,273.30,0.00,0.00
24725,0,0,,0.00,0.0079.93,-2.20,273.35,0.00,0.00
24748,0,0,,0.00,0.0079.90,-2.33,273.45,0.00,0.00
24767,0,0,,0.00,0.0079.90,-2.33,273.45,0.00,0.00
24784,0,0,,0.00,0.0079.90,-2.39,273.50,0.00,0.00
24805,0,0,,0.00,0.0079.88,-2.51,273.58,0.00,0.00
24822,0,0,,0.00,0.0079.88,-2.51,273.58,0.00,0.00
24840,0,0,,0.00,0.0079.84,-2.66,273.47,0.00,0.00
24863,0,0,,0.00,0.0079.76,-2.78,273.49,0.00,0.00
24882,0,0,,0.00,0.0079.76,-2.78,273.49,0.00,0.00
24899,0,0,,0.00,0.0079.71,-2.76,273.43,0.00,0.00
24920,0,0,,0.00,0.0079.66,-2.81,273.42,0.00,0.00
24937,0,0,,0.00,0.0079.66,-2.81,273.42,0.00,0.00
24954,0,0,,0.00,0.0079.60,-2.89,273.39,0.00,0.00
24977,0,0,,0.00,0.0079.56,-2.97,273.35,0.00,0.00
24995,0,0,,0.00,0.0079.56,-2.97,273.35,0.00,0.00
25012,0,0,,0.00,0.0079.54,-3.04,273.32,0.00,0.00
25033,0,0,,0.00,0.0079.50,-3.28,273.41,0.00,0.00
25052,0,0,,0.00,0.0079.50,-3.28,273.41,0.00,0.00
25069,0,0,,0.00,0.0079.53,-3.38,273.32,0.00,0.00
25092,0,0,,0.00,0.0079.64,-3.40,273.18,0.00,0.00
25111,0,0,,0.00,0.0079.64,-3.40,273.18,0.00,0.00
25128,0,0,,0.00,0.0079.79,-3.29,272.95,0.00,0.00
25149,0,0,,0.00,0.0079.83,-3.29,272.93,0.00,0.00
25166,0,0,,0.00,0.0079.83,-3.29,272.93,0.00,0.00
25183,0,0,,0.00,0.0079.85,-3.27,272.90,0.00,0.00
25206,0,0,,0.00,0.0079.81,-3.28,272.88,0.00,0.00
25225,0,0,,0.00,0.0079.81,-3.28,272.88,0.00,0.00
25248,0,0,,0.00,0.0079.94,-3.26,272.83,0.00,0.00
25269,0,0,,0.00,0.0080.03,-3.28,272.80,0.00,0.00
25286,0,0,,0.00,0.0080.03,-3.28,272.80,0.00,0.00
25311,0,0,,0.00,0.0080.43,-3.26,272.78,0.00,0.00
25333,0,0,,0.00,0.0080.79,-3.24,272.73,0.00,0.00
25351,0,0,,0.00,0.0080.73,-3.24,272.70,0.00,0.00
25368,0,0,,0.00,0.0080.73,-3.24,272.70,0.00,0.00
25385,0,0,,0.00,0.0081.00,-3.26,272.67,0.00,0.00
25406,0,0,,0.00,0.0081.18,-3.26,273.39,0.00,0.00
25424,0,0,,0.00,0.0081.18,-3.26,273.39,0.00,0.00
25447,0,0,,0.00,0.0081.68,-3.29,273.78,0.00,0.00
25464,0,0,,0.00,0.0082.07,-3.32,274.03,0.00,0.00
25481,0,0,,0.00,0.0082.07,-3.32,274.03,0.00,0.00
25498,0,0,,0.00,0.0082.44,-3.32,274.18,0.00,0.00
25519,0,0,,0.00,0.0082.43,-3.27,274.19,0.00,0.00
25537,0,0,,0.00,0.0082.43,-3.27,274.19,0.00,0.00
25559,0,0,,0.00,0.0082.05,-3.30,274.16,0.00,0.00
25576,0,0,,0.00,0.0081.59,-3.33,274.14,0.00,0.00
25593,0,0,,0.00,0.0081.59,-3.33,274.14,0.00,0.00
25610,0,0,,0.00,0.0081.48,-3.35,274.13,0.00,0.00
25631,0,0,,0.00,0.0081.57,-3.33,274.08,0.00,0.00
25649,0,0,,0.00,0.0081.57,-3.33,274.08,0.00,0.00
25671,0,0,,0.00,0.0081.66,-3.31,274.05,0.00,0.00
25688,0,0,,0.00,0.0081.74,-3.32,274.03,0.00,0.00
25705,0,0,,0.00,0.0081.74,-3.32,274.03,0.00,0.00
25722,0,0,,0.00,0.0081.68,-3.34,274.01,0.00,0.00
25743,0,0,,0.00,0.0081.64,-3.39,274.01,0.00,0.00
25761,0,0,,0.00,0.0081.64,-3.39,274.01,0.00,0.00
25783,0,0,,0.00,0.0081.56,-3.40,273.98,0.00,0.00
25800,0,0,,0.00,0.0081.61,-3.43,273.96,0.00,0.00
25817,0,0,,0.00,0.0081.61,-3.43,273.96,0.00,0.00
25835,0,0,,0.00,0.0081.77,-3.45,273.94,0.00,0.00
25857,0,0,,0.00,0.0081.79,-3.42,273.92,0.00,0.00
25875,0,0,,0.00,0.0081.79,-3.42,273.92,0.00,0.00
25897,0,0,,0.00,0.0081.66,-3.43,273.87,0.00,0.00
25914,0,0,,0.00,0.0081.46,-3.44,273.83,0.00,0.00
25931,0,0,,0.00,0.0081.46,-3.44,273.83,0.00,0.00
25948,0,0,,0.00,0.0081.23,-3.44,273.82,0.00,0.00
25969,0,0,,0.00,0.0081.01,-3.43,273.79,0.00,0.00
25987,0,0,,0.00,0.0081.01,-3.43,273.79,0.00,0.00
26041,0,0,,0.00,0.0080.68,-3.43,273.73,0.00,0.00
26060,0,0,,0.00,0.0080.60,-3.44,273.72,0.00,0.00
26077,0,0,,0.00,0.0080.60,-3.44,273.72,0.00,0.00
26100,0,0,,0.00,0.0080.68,-3.43,273.69,0.00,0.00
26117,0,0,,0.00,0.0080.80,-3.39,273.66,0.00,0.00
26134,0,0,,0.00,0.0080.80,-3.39,273.66,0.00,0.00
26156,0,0,,0.00,0.0080.89,-3.38,273.64,0.00,0.00
26173,0,0,,0.00,0.0080.91,-3.39,273.61,0.00,0.00
26190,0,0,,0.00,0.0080.91,-3.39,273.61,0.00,0.00
26213,0,0,,0.00,0.0080.83,-3.40,273.60,0.00,0.00
26230,0,0,,0.00,0.0080.76,-3.39,273.58,0.00,0.00
26248,0,0,,0.00,0.0080.76,-3.39,273.58,0.00,0.00
26269,0,0,,0.00,0.0080.79,-3.40,273.57,0.00,0.00
26286,0,0,,0.00,0.0080.77,-3.40,273.54,0.00,0.00
26303,0,0,,0.00,0.0080.77,-3.40,273.54,0.00,0.00
26326,0,0,,0.00,0.0080.62,-3.44,273.52,0.00,0.00
26343,0,0,,0.00,0.0080.42,-3.45,273.48,0.00,0.00
26360,0,0,,0.00,0.0080.42,-3.45,273.48,0.00,0.00
26381,0,0,,0.00,0.0080.32,-3.42,273.44,0.00,0.00
26399,0,0,,0.00,0.0080.28,-3.44,273.42,0.00,0.00
26416,0,0,,0.00,0.0080.28,-3.44,273.42,0.00,0.00
26441,0,0,,0.00,0.0080.29,-3.45,273.40,0.00,0.00
26458,0,0,,0.00,0.0080.39,-3.45,273.36,0.00,0.00
26475,0,0,,0.00,0.0080.39,-3.45,273.36,0.00,0.00
26496,0,0,,0.00,0.0080.33,-3.42,273.33,0.00,0.00
26514,0,0,,0.00,0.0080.24,-3.40,273.30,0.00,0.00
26531,0,0,,0.00,0.0080.24,-3.40,273.30,0.00,0.00
26554,0,0,,0.00,0.0080.21,-3.43,273.28,0.00,0.00
26571,0,0,,0.00,0.0080.14,-3.43,273.24,0.00,0.00
26588,0,0,,0.00,0.0080.14,-3.43,273.24,0.00,0.00
26609,0,0,,0.00,0.0080.00,-3.39,273.19,0.00,0.00
26627,0,0,,0.00,0.0079.91,-3.41,273.16,0.00,0.00
26645,0,0,,0.00,0.0079.91,-3.41,273.16,0.00,0.00
26668,0,0,,0.00,0.0079.90,-3.39,273.14,0.00,0.00
26685,0,0,,0.00,0.0079.99,-3.36,273.11,0.00,0.00
26702,0,0,,0.00,0.0079.99,-3.36,273.11,0.00,0.00
26723,0,0,,0.00,0.0080.08,-3.30,273.03,0.00,0.00
26741,0,0,,0.00,0.0080.09,-3.30,272.98,0.00,0.00
26758,0,0,,0.00,0.0080.09,-3.30,272.98,0.00,0.00
26781,0,0,,0.00,0.0080.17,-3.27,272.94,0.00,0.00
26798,0,0,,0.00,0.0080.08,-3.28,273.01,0.00,0.00
26815,0,0,,0.00,0.0080.08,-3.28,273.01,0.00,0.00
26843,0,0,,0.00,0.0079.92,-3.30,273.00,0.00,0.00
26861,0,0,,0.00,0.0079.89,-3.29,272.99,0.00,0.00
26878,0,0,,0.00,0.0079.89,-3.29,272.99,0.00,0.00
26901,0,0,,0.00,0.0079.84,-3.29,272.94,0.00,0.00
26918,0,0,,0.00,0.0079.76,-3.32,272.93,0.00,0.00
26935,0,0,,0.00,0.0079.76,-3.32,272.93,0.00,0.00
26956,0,0,,0.00,0.0079.69,-3.32,272.90,0.00,0.00
26974,0,0,,0.00,0.0079.69,-3.32,272.88,0.00,0.00
26991,0,0,,0.00,0.0079.69,-3.32,272.88,0.00,0.00
27014,0,0,,0.00,0.0079.86,-3.29,272.85,0.00,0.00
27033,0,0,,0.00,0.0079.90,-3.28,272.82,0.00,0.00
27055,0,0,,0.00,0.0079.87,-3.24,272.78,0.00,0.00
27074,0,0,,0.00,0.0079.87,-3.24,272.78,0.00,0.00
27091,0,0,,0.00,0.0079.75,-3.21,272.73,0.00,0.00
27112,0,0,,0.00,0.0079.69,-3.27,272.92,0.00,0.00
27132,0,0,,0.00,0.0079.69,-3.27,272.92,0.00,0.00
27149,0,0,,0.00,0.0079.72,-3.28,273.04,0.00,0.00
27170,0,0,,0.00,0.0079.72,-3.32,273.07,0.00,0.00
27189,0,0,,0.00,0.0079.72,-3.32,273.07,0.00,0.00
27206,0,0,,0.00,0.0079.65,-3.28,273.03,0.00,0.00
27228,0,0,,0.00,0.0079.46,-3.28,273.00,0.00,0.00
27254,0,0,,0.00,0.0079.37,-3.32,272.97,0.00,0.00
27271,0,0,,0.00,0.0079.37,-3.32,272.97,0.00,0.00
27295,0,0,,0.00,0.0079.32,-3.30,272.92,0.00,0.00
27312,0,0,,0.00,0.0079.31,-3.27,272.61,0.00,0.00
27329,0,0,,0.00,0.0079.31,-3.27,272.61,0.00,0.00
27356,0,0,,0.00,0.0079.28,-3.23,272.20,0.00,0.00
27373,0,0,,0.00,0.0079.34,-3.14,271.66,0.00,0.00
27395,0,0,,0.00,0.0079.51,-3.04,270.99,0.00,0.00
27414,0,0,,0.00,0.0079.51,-3.04,270.99,0.00,0.00
27431,0,0,,0.00,0.0079.93,-2.96,270.37,0.00,0.00
27452,0,0,,0.00,0.0080.32,-2.92,270.17,0.00,0.00
27470,0,0,,0.00,0.0080.32,-2.92,270.17,0.00,0.00
27487,0,0,,0.00,0.0080.28,-2.84,270.09,0.00,0.00
27508,0,0,,0.00,0.0080.10,-2.86,269.99,0.00,0.00
27527,0,0,,0.00,0.0080.10,-2.86,269.99,0.00,0.00
27544,0,0,,0.00,0.0079.89,-2.94,269.91,0.00,0.00
27565,0,0,,0.00,0.0079.86,-3.00,270.02,0.00,0.00
27583,0,0,,0.00,0.0079.86,-3.00,270.02,0.00,0.00
28590,0,0,,0.00,0.0079.04,-3.30,271.01,0.00,0.00
29597,0,0,,0.00,0.0078.57,-3.67,270.86,0.00,0.00
30613,0,0,,0.00,0.0078.24,-3.76,267.16,0.00,0.00
31620,0,0,,0.00,0.0080.30,-4.85,261.86,0.00,0.00
32627,0,0,,0.00,0.0081.21,-5.66,260.43,0.00,0.00
1832,0,0,,0.00,0.00-10.27,60.04,308.42,0.00,0.00
11841,0,0,,0.00,0.0049.50,-18.68,273.58,0.00,0.00
21848,0,0,,0.00,0.0013.14,-15.72,25.42,0.00,0.00
31855,0,0,,0.00,0.0063.82,-16.57,308.49,0.00,0.00
41874,0,0,,0.00,0.000.44,-26.84,254.54,0.00,0.00
51886,0,0,,0.00,0.002.74,10.21,342.60,0.00,0.00
61893,0,0,,0.00,0.0035.87,-21.75,299.28,0.00,0.00
71901,0,0,,0.00,0.0031.17,77.78,55.37,0.00,0.00
81908,0,0,,0.00,0.0038.36,-16.44,247.25,0.00,0.00
91915,0,0,,0.00,0.00-8.01,0.46,37.46,0.00,0.00
101922,0,0,,0.00,0.0025.15,1.00,200.92,0.00,0.00
111936,0,0,,0.00,0.003.73,-31.35,187.33,0.00,0.00
121943,0,0,,0.00,0.008.14,8.72,325.10,0.00,0.00
131950,0,0,,0.00,0.0029.97,-18.23,254.93,0.00,0.00
141957,0,0,,0.00,0.00-0.81,8.94,355.92,0.00,0.00
151977,0,0,,0.00,0.0026.64,-5.66,275.58,0.00,0.00
161992,0,0,,0.00,0.00-9.49,4.96,36.88,0.00,0.00
172002,0,0,,0.00,0.0020.78,1.31,289.86,0.00,0.00
182009,0,0,,0.00,0.00-16.44,-9.09,104.11,0.00,0.00
192016,0,0,,0.00,0.0011.01,8.10,315.29,0.00,0.00
202035,0,0,,0.00,0.0037.33,-0.91,185.98,0.00,0.00
212050,0,0,,0.00,0.0098.51,10.21,272.42,0.00,0.00
222060,0,0,,0.00,0.0083.30,-0.48,44.88,0.00,0.00
232067,0,0,,0.00,0.0082.65,-1.01,38.89,0.00,0.00
242074,0,0,,0.00,0.0081.81,-1.22,31.76,0.00,0.00
252093,0,0,,0.00,0.0080.99,-1.68,24.32,0.00,0.00
262107,0,0,,0.00,0.0079.96,-1.77,14.96,0.00,0.00
272118,0,0,,0.00,0.0079.09,-1.97,5.90,0.00,0.00
282125,0,0,,0.00,0.0077.81,-2.07,355.19,0.00,0.00
292132,0,0,,0.00,0.0076.56,-2.11,343.90,0.00,0.00
302152,0,0,,0.00,0.0075.37,-2.03,333.91,0.00,0.00
312167,0,0,,0.00,0.0073.89,-1.69,322.91,0.00,0.00
322177,0,0,,0.00,0.0072.43,-1.32,312.79,0.00,0.00
332184,0,0,,0.00,0.0070.77,-0.51,302.30,0.00,0.00
342191,0,0,,0.00,0.0068.87,0.45,291.23,0.00,0.00
352211,0,0,,0.00,0.0067.25,1.84,281.83,0.00,0.00
362226,0,0,,0.00,0.0065.75,4.04,271.22,0.00,0.00
372236,0,0,,0.00,0.0015.00,11.65,3.02,0.00,0.00
382250,0,0,,0.00,0.0024.08,-7.80,274.65,0.00,0.00
392270,0,0,,0.00,0.008.29,6.57,311.74,0.00,0.00
402277,0,0,,0.00,0.00-20.99,-4.18,84.01,0.00,0.00
412284,0,0,,0.00,0.0017.53,0.09,288.35,0.00,0.00
422291,0,0,,0.00,0.00-2.87,9.32,344.89,0.00,0.00
432298,0,0,,0.00,0.0026.68,-16.26,261.58,0.00,0.00
442305,0,0,,0.00,0.009.34,6.35,307.93,0.00,0.00
1779,0,0,,0.00,0.0018.91,70.34,320.03,0.00,0.00
11788,0,0,,0.00,0.0015.10,-0.97,232.40,0.00,0.00
21794,0,0,,0.00,0.0013.69,-2.93,227.39,0.00,0.00
31802,0,0,,0.00,0.0013.99,-2.64,228.04,0.00,0.00
41823,0,0,,0.00,0.0014.47,-1.89,229.20,0.00,0.00
51836,0,0,,0.00,0.0014.76,-1.71,229.52,0.00,0.00
61848,0,0,,0.00,0.0015.30,-1.48,230.02,0.00,0.00
71854,0,0,,0.00,0.0015.48,-1.85,229.62,0.00,0.00
81861,0,0,,0.00,0.0015.73,-2.05,229.42,0.00,0.00
91881,0,0,,0.00,0.0015.81,-2.12,229.36,0.00,0.00
101894,0,0,,0.00,0.0015.65,-2.55,228.74,0.00,0.00
111906,0,0,,0.00,0.0015.68,-2.74,228.51,0.00,0.00
1779,0,0,,0.00,0.0025.56,68.52,314.22,0.00,0.00
1841,0,0,,0.00,0.0076.17,-15.14,71.73,0.00,0.00
11850,0,0,,0.00,0.0083.48,-40.21,8.86,0.00,0.00
21857,0,0,,0.00,0.0071.22,-9.68,146.83,0.00,0.00
31864,0,0,,0.00,0.0047.05,-30.35,268.32,0.00,0.00
41884,0,0,,0.00,0.0060.24,-6.41,221.70,0.00,0.00
51897,0,0,,0.00,0.0041.38,10.71,239.84,0.00,0.00
61909,0,0,,0.00,0.0022.05,16.97,13.47,0.00,0.00
71916,0,0,,0.00,0.0048.81,-11.23,277.11,0.00,0.00
81923,0,0,,0.00,0.0047.95,10.37,188.72,0.00,0.00
91943,0,0,,0.00,0.0045.29,-28.49,304.75,0.00,0.00
101956,0,0,,0.00,0.0046.79,13.22,202.53,0.00,0.00
111968,0,0,,0.00,0.007.32,14.18,188.38,0.00,0.00
121975,0,0,,0.00,0.009.08,18.68,170.95,0.00,0.00
131982,0,0,,0.00,0.001.41,26.34,153.98,0.00,0.00
142002,0,0,,0.00,0.00-1.95,32.84,135.49,0.00,0.00
152015,0,0,,0.00,0.00-3.92,37.67,117.82,0.00,0.00
162027,0,0,,0.00,0.00-4.68,40.83,105.53,0.00,0.00
172035,0,0,,0.00,0.00-5.37,43.87,92.30,0.00,0.00
182042,0,0,,0.00,0.00-5.04,46.56,80.11,0.00,0.00
192062,0,0,,0.00,0.0075.98,-5.89,239.43,0.00,0.00
202075,0,0,,0.00,0.000.13,34.31,136.28,0.00,0.00
212087,0,0,,0.00,0.00-3.22,42.68,94.31,0.00,0.00
222095,0,0,,0.00,0.00-2.84,47.83,70.82,0.00,0.00
232102,0,0,,0.00,0.001.91,54.46,39.25,0.00,0.00
242122,0,0,,0.00,0.0020.77,61.01,347.38,0.00,0.00
252135,0,0,,0.00,0.0051.11,54.34,283.12,0.00,0.00
262147,0,0,,0.00,0.0058.37,34.40,240.78,0.00,0.00
272155,0,0,,0.00,0.0049.30,17.68,215.16,0.00,0.00
282162,0,0,,0.00,0.0033.30,11.64,195.79,0.00,0.00
292180,0,0,,0.00,0.0016.56,14.58,177.50,0.00,0.00
302193,0,0,,0.00,0.006.15,22.63,160.53,0.00,0.00
312199,0,0,,0.00,0.000.70,30.40,140.66,0.00,0.00
1779,0,0,,0.00,0.0058.92,59.20,300.44,0.00,0.00
1841,0,0,,0.00,0.0056.37,63.10,307.41,0.00,0.00
11850,0,0,,0.00,0.0039.31,1.79,5.99,0.00,0.00
21857,0,0,,0.00,0.0017.90,0.65,34.78,0.00,0.00
31864,0,0,,0.00,0.0044.98,-4.08,308.08,0.00,0.00
41883,0,0,,0.00,0.002.42,2.90,191.23,0.00,0.00
51895,0,0,,0.00,0.0012.08,-0.22,14.23,0.00,0.00
61908,0,0,,0.00,0.0010.06,-3.86,221.41,0.00,0.00
71915,0,0,,0.00,0.0010.79,-5.87,220.66,0.00,0.00
81923,0,0,,0.00,0.0011.08,-5.83,220.85,0.00,0.00
91943,0,0,,0.00,0.0011.48,-5.77,221.08,0.00,0.00
101956,0,0,,0.00,0.0011.60,-5.38,221.31,0.00,0.00
111968,0,0,,0.00,0.0011.80,-4.92,221.88,0.00,0.00
1779,0,0,,0.00,0.0029.67,67.84,315.57,0.00,0.00
11788,0,0,,0.00,0.0018.13,-2.54,231.09,0.00,0.00
21795,0,0,,0.00,0.0016.88,-4.39,226.71,0.00,0.00
31802,0,0,,0.00,0.0017.06,-4.19,227.10,0.00,0.00
41821,0,0,,0.00,0.0017.07,-4.23,227.04,0.00,0.00
51834,0,0,,0.00,0.0017.30,-4.21,226.94,0.00,0.00
61846,0,0,,0.00,0.0017.12,-4.49,226.63,0.00,0.00
71853,0,0,,0.00,0.0017.30,-4.04,226.94,0.00,0.00
81860,0,0,,0.00,0.0017.27,-4.04,227.10,0.00,0.00
91879,0,0,,0.00,0.0016.78,-3.73,226.96,0.00,0.00
101892,0,0,,0.00,0.0016.94,-3.32,227.53,0.00,0.00
1779,0,0,,0.00,0.0035.82,69.06,310.29,0.00,0.00
11788,0,0,,0.00,0.0019.13,-2.01,231.81,0.00,0.00
21795,0,0,,0.00,0.0017.98,-3.78,227.88,0.00,0.00
31802,0,0,,0.00,0.0018.21,-3.81,227.91,0.00,0.00
41821,0,0,,0.00,0.0018.34,-3.76,228.03,0.00,0.00
51835,0,0,,0.00,0.0018.12,-3.79,227.90,0.00,0.00
61846,0,0,,0.00,0.0018.16,-3.97,227.53,0.00,0.00
71853,0,0,,0.00,0.0017.79,-3.95,227.49,0.00,0.00
81860,0,0,,0.00,0.0017.82,-3.88,227.64,0.00,0.00
91878,0,0,,0.00,0.0017.79,-4.10,227.06,0.00,0.00
101891,0,0,,0.00,0.0017.75,-4.00,227.15,0.00,0.00
111905,0,0,,0.00,0.0017.52,-4.14,226.90,0.00,0.00
121912,0,0,,0.00,0.0017.49,-3.99,226.98,0.00,0.00
131919,0,0,,0.00,0.0017.83,-4.04,227.05,0.00,0.00
141926,0,0,,0.00,0.0017.77,-4.03,227.11,0.00,0.00
151950,0,0,,0.00,0.0017.98,-3.99,227.25,0.00,0.00
161966,0,0,,0.00,0.0018.01,-3.94,227.23,0.00,0.00
171977,0,0,,0.00,0.0018.38,-4.00,227.46,0.00,0.00
181988,0,0,,0.00,0.0018.12,-3.84,227.50,0.00,0.00
191995,0,0,,0.00,0.0018.25,-3.97,227.51,0.00,0.00
202002,0,0,,0.00,0.0018.18,-3.88,227.52,0.00,0.00
212009,0,0,,0.00,0.0018.36,-3.92,227.65,0.00,0.00
222034,0,0,,0.00,0.0018.01,-3.94,227.44,0.00,0.00
232041,0,0,,0.00,0.0017.99,-4.00,227.26,0.00,0.00
242048,0,0,,0.00,0.0018.10,-4.08,227.25,0.00,0.00
252055,0,0,,0.00,0.0018.10,-3.99,227.41,0.00,0.00
262063,0,0,,0.00,0.0018.13,-4.11,227.35,0.00,0.00
272087,0,0,,0.00,0.0018.06,-4.00,227.29,0.00,0.00
282094,0,0,,0.00,0.0018.00,-4.06,227.42,0.00,0.00
292101,0,0,,0.00,0.0017.92,-4.07,227.27,0.00,0.00
302108,0,0,,0.00,0.0017.91,-4.11,227.25,0.00,0.00
312115,0,0,,0.00,0.0018.07,-4.08,227.42,0.00,0.00
322122,0,0,,0.00,0.0017.92,-4.20,227.20,0.00,0.00
332142,0,0,,0.00,0.0017.87,-4.06,227.23,0.00,0.00
342157,0,0,,0.00,0.0017.93,-3.97,227.33,0.00,0.00
352166,0,0,,0.00,0.0018.01,0.02,234.60,0.00,0.00
362175,0,0,,0.00,0.0017.69,-2.60,226.82,0.00,0.00
372200,0,0,,0.00,0.0017.67,-2.96,226.40,0.00,0.00
382207,0,0,,0.00,0.0017.75,-3.05,226.56,0.00,0.00
392214,0,0,,0.00,0.0017.53,-3.17,226.13,0.00,0.00
402221,0,0,,0.00,0.0017.49,-3.18,226.06,0.00,0.00
412228,0,0,,0.00,0.0017.75,-3.10,226.32,0.00,0.00
422235,0,0,,0.00,0.0017.89,-3.04,226.32,0.00,0.00
432255,0,0,,0.00,0.0017.56,-3.18,226.34,0.00,0.00
442270,0,0,,0.00,0.0017.67,-3.04,226.58,0.00,0.00
452280,0,0,,0.00,0.0017.94,-3.09,226.71,0.00,0.00
462289,0,0,,0.00,0.0017.98,-2.92,226.53,0.00,0.00
472314,0,0,,0.00,0.0017.92,-3.13,226.28,0.00,0.00
482321,0,0,,0.00,0.0018.27,-2.97,226.73,0.00,0.00
492328,0,0,,0.00,0.0018.00,-3.19,226.49,0.00,0.00
